res_id,type,cuisines 1,cuisines 2,cuisines 3,cuisines 4,cuisines 5,cuisines 6,cuisines 7,cuisines 8,city,latitude,longitude,average_cost_for_two,price_range,aggregate_rating,votes,photo_count,delivery,state
3400299,Quick Bites,North Indian,South Indian,Mithai,Street Food,Desserts,,,,Agra,27.21145,78.00238056,700,2,4.4,814,154,0,Uttar Pradesh
3400005,Quick Bites,North Indian,Mughlai,Rolls,Chinese,Fast Food,Street Food,,,Agra,27.1605689,78.0115831,600,2,4.4,1203,161,0,Uttar Pradesh
3401013,Quick Bites,Fast Food,Mithai,,,,,,,Agra,27.18293767,77.97968365,300,1,4.2,801,107,1,Uttar Pradesh
3400290,Quick Bites,Desserts,Bakery,Fast Food,South Indian,,,,,Agra,27.20566794,78.00479852,300,1,4.3,693,157,1,Uttar Pradesh
3401744,Casual Dining,North Indian,Continental,Italian,,,,,,Agra,27.1577095,78.0524211,1000,3,4.9,470,291,1,Uttar Pradesh
3400275,Quick Bites,Pizza,Fast Food,,,,,,,Agra,27.20151564,78.00755583,400,2,4,707,62,0,Uttar Pradesh
3400296,Quick Bites,North Indian,Fast Food,Chinese,South Indian,,,,,Agra,27.22217513,78.01017366,500,2,4.2,647,46,1,Uttar Pradesh
3400368,Quick Bites,Pizza,Fast Food,,,,,,,Agra,27.20393,77.95426,400,2,3.8,617,18,0,Uttar Pradesh
3401284,Bakery,Bakery,Fast Food,,,,,,,Agra,27.2041478,78.0090248,500,2,3.4,322,14,1,Uttar Pradesh
3400838,Café,Cafe,Chinese,Continental,Italian,Bakery,Desserts,,,Agra,27.15824318,78.04559089,1000,3,4.4,289,324,1,Uttar Pradesh
3400868,Casual Dining,Continental,North Indian,Chinese,,,,,,Agra,27.1900415,78.024693,1200,3,4.4,683,229,1,Uttar Pradesh
3400425,Casual Dining,North Indian,South Indian,Mithai,Street Food,Desserts,,,,Agra,27.15854865,78.04522712,700,2,4.4,523,162,1,Uttar Pradesh
3400105,Casual Dining,Pizza,Fast Food,Italian,,,,,,Agra,27.16137213,78.03489994,700,2,4.1,626,99,0,Uttar Pradesh
3400457,Dhaba,North Indian,,,,,,,,Agra,27.195836,77.998213,300,1,4.1,361,9,1,Uttar Pradesh
3400282,Casual Dining,North Indian,South Indian,Chinese,Bakery,Continental,,,,Agra,27.19960568,78.00452828,700,2,4.1,474,52,1,Uttar Pradesh
3400611,Quick Bites,Pizza,Fast Food,,,,,,,Agra,27.21294252,78.02654894,400,2,3.5,490,17,0,Uttar Pradesh
3400017,Casual Dining,North Indian,Chinese,Mughlai,,,,,,Agra,27.20173481,78.00762456,1600,4,4.6,915,105,1,Uttar Pradesh
3400279,Quick Bites,Burger,Fast Food,,,,,,,Agra,27.20136565,78.00874572,500,2,4.3,837,45,0,Uttar Pradesh
3400010,Casual Dining,Desserts,North Indian,South Indian,Chinese,Fast Food,Street Food,,,Agra,27.1620096,78.03799622,400,2,4.1,362,86,0,Uttar Pradesh
3400712,Quick Bites,Fast Food,Wraps,Desserts,Beverages,,,,,Agra,27.1971028,77.9981701,300,1,4.4,490,77,1,Uttar Pradesh
3400297,Quick Bites,Mithai,Chinese,Fast Food,Street Food,South Indian,Bakery,,,Agra,27.21911438,78.00850466,250,1,3.9,417,52,1,Uttar Pradesh
3400370,Casual Dining,Pizza,Fast Food,Italian,,,,,,Agra,27.20315272,77.95548309,700,2,3.9,376,54,1,Uttar Pradesh
3400018,Casual Dining,North Indian,Chinese,Continental,,,,,,Agra,27.15964852,78.04330364,1600,4,4.6,965,690,1,Uttar Pradesh
3401687,Bhojanalya,North Indian,,,,,,,,Agra,27.2081417,77.9785856,200,1,4.2,237,3,1,Uttar Pradesh
3400469,Dhaba,North Indian,,,,,,,,Agra,27.19619778,77.99853019,250,1,4.1,402,14,1,Uttar Pradesh
3400021,Casual Dining,Rajasthani,,,,,,,,Agra,27.19575852,77.9983639,400,2,4.3,514,109,1,Uttar Pradesh
3400277,Casual Dining,Pizza,Fast Food,Italian,,,,,,Agra,27.20173422,78.0078502,700,2,3.9,410,61,1,Uttar Pradesh
3400850,Casual Dining,Mexican,Italian,North Indian,,,,,,Agra,27.1995729,78.0036987,1600,4,4.3,672,192,1,Uttar Pradesh
3400251,Quick Bites,Pizza,Fast Food,,,,,,,Agra,27.16362,78.01485,400,2,3.6,433,26,0,Uttar Pradesh
18888066,Bar,North Indian,Continental,Chinese,,,,,,Agra,27.201117,78.008512,700,2,4.5,406,235,0,Uttar Pradesh
3400130,Quick Bites,South Indian,Chinese,,,,,,,Agra,27.17979412,78.01602423,200,1,3.9,384,10,0,Uttar Pradesh
3400475,Quick Bites,North Indian,,,,,,,,Agra,27.20151176,78.00784651,600,2,4.2,381,51,1,Uttar Pradesh
3400628,Sweet Shop,Mithai,Fast Food,Street Food,North Indian,,,,,Agra,27.2062971,77.95316022,200,1,4,266,22,1,Uttar Pradesh
3400840,Quick Bites,Fast Food,Healthy Food,Sandwich,Salad,,,,,Agra,27.210987,77.999079,500,2,4.1,322,47,1,Uttar Pradesh
3401344,Casual Dining,North Indian,Chinese,Continental,Italian,Pizza,,,,Agra,27.1610034,78.0314,1600,4,4.6,344,267,0,Uttar Pradesh
18895858,Dhaba,North Indian,,,,,,,,Agra,27.195768,77.998546,150,1,4,167,4,1,Uttar Pradesh
3400326,Casual Dining,Chinese,Italian,Continental,North Indian,,,,,Agra,27.16661188,78.03673142,1000,3,4.7,711,499,0,Uttar Pradesh
3401492,Quick Bites,North Indian,Street Food,Mithai,,,,,,Agra,27.1827482,78.0166736,150,1,4,274,5,1,Uttar Pradesh
3401167,Quick Bites,Chinese,Momos,Wraps,Burger,,,,,Agra,27.2141487,78.0261897,200,1,4.2,213,50,1,Uttar Pradesh
3400131,Quick Bites,North Indian,South Indian,,,,,,,Agra,27.188102,77.9866675,500,2,4.2,341,32,1,Uttar Pradesh
3400016,Casual Dining,North Indian,Mughlai,,,,,,,Agra,27.15779004,78.04731321,1000,3,4.2,508,210,1,Uttar Pradesh
3401611,Quick Bites,North Indian,,,,,,,,Agra,27.1849864,78.0225795,200,1,4.1,237,9,1,Uttar Pradesh
3400853,Café,Cafe,Italian,Chinese,Continental,North Indian,,,,Agra,27.15795024,78.05103008,1500,4,4.4,463,482,0,Uttar Pradesh
3400208,Quick Bites,Pizza,Fast Food,,,,,,,Agra,27.1621,78.0382,400,2,3.8,336,38,0,Uttar Pradesh
18933640,Quick Bites,North Indian,Chinese,Lebanese,Continental,Mediterranean,Mexican,,,Agra,27.1619353,78.033464,800,3,4.2,79,142,0,Uttar Pradesh
3401309,Quick Bites,North Indian,Fast Food,South Indian,,,,,,Agra,27.201999,77.9462717,400,2,3.8,284,12,1,Uttar Pradesh
3400015,Quick Bites,Burger,Fast Food,,,,,,,Agra,27.15751261,78.05060729,450,2,4,286,48,1,Uttar Pradesh
3400025,Casual Dining,North Indian,Mughlai,Rolls,,,,,,Agra,27.16166111,78.01154444,850,3,3.8,288,266,1,Uttar Pradesh
3400908,Quick Bites,Fast Food,,,,,,,,Agra,27.205886,77.998236,400,2,3.9,283,9,1,Uttar Pradesh
3401310,Quick Bites,North Indian,South Indian,Fast Food,,,,,,Agra,27.20237862,77.94673607,400,2,3.7,306,32,1,Uttar Pradesh
3400391,Café,Cafe,Italian,Mexican,North Indian,Continental,,,,Agra,27.1583271,78.0432934,1000,3,4.2,280,294,1,Uttar Pradesh
3400238,Casual Dining,North Indian,,,,,,,,Agra,27.1594755,77.9935718,400,2,4,225,10,1,Uttar Pradesh
3400430,Bakery,Bakery,,,,,,,,Agra,27.21481081,78.02103695,350,2,4,376,22,0,Uttar Pradesh
3400304,Quick Bites,Burger,Sandwich,Fast Food,Pizza,Rolls,Bakery,,,Agra,27.205766,77.9968967,250,1,4.2,225,31,1,Uttar Pradesh
3401227,Casual Dining,North Indian,,,,,,,,Agra,27.1970036,78.0052826,900,3,4.2,138,140,1,Uttar Pradesh
3401276,Café,Cafe,Italian,North Indian,Chinese,,,,,Agra,27.21626881,78.02094206,600,2,4,238,77,1,Uttar Pradesh
3400023,Quick Bites,North Indian,South Indian,,,,,,,Agra,27.2107501,78.0055767,700,2,4.1,279,18,1,Uttar Pradesh
3400059,Fine Dining,North Indian,Mughlai,,,,,,,Agra,27.16114959,78.04399297,6000,4,4.4,353,154,0,Uttar Pradesh
18966639,Casual Dining,North Indian,Chinese,Continental,Fast Food,,,,,Agra,27.20662362,77.97196258,1000,3,3.9,117,169,1,Uttar Pradesh
3401656,Casual Dining,North Indian,Chinese,Mexican,Italian,,,,,Agra,27.15417542,78.05913118,1600,4,4.7,252,235,1,Uttar Pradesh
3401243,Quick Bites,Fast Food,Bakery,,,,,,,Agra,27.203226,77.952817,300,1,4.1,197,50,1,Uttar Pradesh
3400392,Casual Dining,North Indian,Fast Food,,,,,,,Agra,27.1589454,78.04493409,700,2,4,324,146,1,Uttar Pradesh
3400301,Casual Dining,South Indian,,,,,,,,Agra,27.2095398,78.01884,350,2,4.1,274,17,1,Uttar Pradesh
18943864,Bhojanalya,North Indian,,,,,,,,Agra,27.2084218,77.9787584,250,1,4.1,162,2,1,Uttar Pradesh
3400346,Café,Cafe,North Indian,Chinese,,,,,,Agra,27.160417,78.0538001,200,1,4.8,262,220,1,Uttar Pradesh
3400967,Food Truck,Street Food,,,,,,,,Agra,27.20745883,77.99588218,400,2,4.1,160,76,1,Uttar Pradesh
3400737,Casual Dining,Chinese,Thai,,,,,,,Agra,27.1968592,78.0032925,800,3,4.1,213,116,1,Uttar Pradesh
3400263,Casual Dining,North Indian,,,,,,,,Agra,27.19157602,78.02365076,600,2,3.8,326,45,0,Uttar Pradesh
3400348,Casual Dining,Rajasthani,Gujarati,Mughlai,,,,,,Agra,27.2112707,78.00210223,900,3,3.7,277,79,1,Uttar Pradesh
3400158,Dessert Parlour,Bakery,Fast Food,,,,,,,Agra,27.20163611,78.00791111,200,1,4.3,253,84,1,Uttar Pradesh
3401781,Quick Bites,North Indian,Beverages,South Indian,Fast Food,Pizza,,,,Agra,27.1796963,77.9589425,300,1,3.7,172,8,1,Uttar Pradesh
18691803,Quick Bites,Mughlai,North Indian,,,,,,,Agra,27.188085,77.9878,700,2,4.1,160,4,0,Uttar Pradesh
3400338,Casual Dining,South Indian,North Indian,Chinese,,,,,,Agra,27.2085117,78.0104524,600,2,4.2,223,78,1,Uttar Pradesh
3401095,Casual Dining,North Indian,South Indian,Chinese,Beverages,Desserts,,,,Agra,27.21321862,78.02652542,600,2,3.9,151,91,1,Uttar Pradesh
3400174,Casual Dining,Fast Food,,,,,,,,Agra,27.21576313,77.95024574,700,2,3.2,271,43,1,Uttar Pradesh
3400780,Café,Cafe,,,,,,,,Agra,27.15766028,78.05050302,1500,4,4.1,208,224,0,Uttar Pradesh
3400177,Casual Dining,North Indian,Fast Food,Desserts,Mithai,,,,,Agra,27.16685153,78.00892141,650,2,4.3,198,38,1,Uttar Pradesh
3400385,Quick Bites,North Indian,Desserts,,,,,,,Agra,27.17833714,77.98899964,200,1,3.5,215,20,1,Uttar Pradesh
3400685,Casual Dining,North Indian,,,,,,,,Agra,27.1615875,78.01148047,450,2,3.8,170,31,0,Uttar Pradesh
3400029,Casual Dining,North Indian,Mughlai,,,,,,,Agra,27.1965949,78.0008925,850,3,3.5,232,60,1,Uttar Pradesh
3400019,Casual Dining,South Indian,Desserts,,,,,,,Agra,27.16502449,78.0149138,550,2,4.1,225,100,1,Uttar Pradesh
3400934,Sweet Shop,Mithai,Street Food,South Indian,Chinese,,,,,Agra,27.20491592,77.95828432,300,1,4.3,159,9,1,Uttar Pradesh
3400696,Casual Dining,Indian,,,,,,,,Agra,27.194857,77.9664342,800,3,3.7,265,51,1,Uttar Pradesh
3401558,Quick Bites,North Indian,,,,,,,,Agra,27.19906891,77.95012806,300,1,3.9,135,35,1,Uttar Pradesh
3401164,Quick Bites,South Indian,North Indian,Chinese,,,,,,Agra,27.2075576,78.0006057,300,1,3.8,203,47,1,Uttar Pradesh
3401196,Café,Cafe,North Indian,Chinese,Italian,Continental,Finger Food,Fast Food,Beverages,Agra,27.188144,77.987191,600,2,3.8,217,29,1,Uttar Pradesh
3400703,Café,Cafe,Continental,Italian,,,,,,Agra,27.21047249,77.96564396,500,2,4,230,81,0,Uttar Pradesh
3401835,Quick Bites,South Indian,,,,,,,,Agra,27.2030029,78.00098,200,1,4,93,81,1,Uttar Pradesh
3400024,Casual Dining,North Indian,Chinese,Fast Food,,,,,,Agra,27.21421359,78.0181643,1000,3,3.8,258,23,0,Uttar Pradesh
3400319,Quick Bites,Street Food,,,,,,,,Agra,27.15906294,78.01076408,150,1,4.2,177,41,1,Uttar Pradesh
3401239,Sweet Shop,Mithai,Desserts,,,,,,,Agra,27.19765453,77.99339209,300,1,4,152,38,1,Uttar Pradesh
3400382,Quick Bites,Fast Food,,,,,,,,Agra,27.18312437,77.98006151,300,1,4.1,254,13,0,Uttar Pradesh
3400278,Dessert Parlour,Bakery,Desserts,Sandwich,Burger,Pizza,Fast Food,,,Agra,27.201548,78.007575,400,2,4.1,166,73,1,Uttar Pradesh
3400652,Quick Bites,Street Food,,,,,,,,Agra,27.21333938,78.02666824,150,1,3.9,184,16,1,Uttar Pradesh
3400060,Fine Dining,Mughlai,North Indian,,,,,,,Agra,27.16113229,78.0440218,2500,4,4.3,96,205,0,Uttar Pradesh
3401794,Casual Dining,North Indian,South Indian,European,Chinese,Italian,,,,Agra,27.1579219,78.061036,800,3,4.3,36,132,1,Uttar Pradesh
3400328,Quick Bites,Chinese,,,,,,,,Agra,27.20148403,78.00528936,600,2,3.9,194,44,1,Uttar Pradesh
3401796,Dhaba,North Indian,,,,,,,,Agra,27.2195984,77.9321564,200,1,4,194,4,1,Uttar Pradesh
3401582,Quick Bites,Tea,Fast Food,,,,,,,Agra,27.2016999,78.0036233,200,1,4.3,127,109,1,Uttar Pradesh
3401225,Café,Fast Food,Italian,Beverages,Burger,Sandwich,Pizza,,,Agra,27.20146017,78.00752901,200,1,3.8,123,59,1,Uttar Pradesh
3400107,Fine Dining,North Indian,,,,,,,,Agra,27.16814758,78.04873176,6000,4,4.1,36,49,0,Uttar Pradesh
3400082,Bar,Finger Food,,,,,,,,Agra,27.15428611,78.07135,4300,4,3.4,13,7,0,Uttar Pradesh
3400072,Fine Dining,North Indian,Mughlai,,,,,,,Agra,27.16248539,78.05680186,3600,4,4.2,114,121,0,Uttar Pradesh
3400933,Lounge,North Indian,,,,,,,,Agra,27.16224973,78.05615176,3500,4,3.7,46,19,0,Uttar Pradesh
3400081,Fine Dining,North Indian,Continental,,,,,,,Agra,27.15436944,78.07110556,3200,4,3.9,26,8,0,Uttar Pradesh
3400080,Fine Dining,North Indian,Mughlai,,,,,,,Agra,27.15434722,78.07115833,3000,4,4.2,140,53,0,Uttar Pradesh
3400580,Fine Dining,North Indian,Chinese,Continental,,,,,,Agra,27.15865306,78.0539443,3000,4,4.3,46,86,0,Uttar Pradesh
3400932,Casual Dining,Asian,European,North Indian,Mediterranean,,,,,Agra,27.16265154,78.05640455,3000,4,4.1,37,48,0,Uttar Pradesh
3400108,Fine Dining,Finger Food,,,,,,,,Agra,27.16795787,78.04876931,3000,4,3.8,19,18,0,Uttar Pradesh
3400055,Fine Dining,North Indian,Mughlai,,,,,,,Agra,27.15839532,78.02521247,2500,4,4.2,154,68,0,Uttar Pradesh
3400062,Fine Dining,North Indian,Chinese,Continental,,,,,,Agra,27.16109679,78.0440037,2500,4,3.9,104,60,0,Uttar Pradesh
18253115,Casual Dining,North Indian,Mughlai,,,,,,,Agra,27.13853943,78.09259928,2500,4,4.6,40,162,0,Uttar Pradesh
3400078,Fine Dining,Chinese,,,,,,,,Agra,27.15436944,78.07110556,2500,4,4.1,90,2,0,Uttar Pradesh
3400074,Bar,Finger Food,,,,,,,,Agra,27.16272015,78.05641226,2500,4,3.9,19,13,0,Uttar Pradesh
3400093,Fine Dining,North Indian,Chinese,Continental,Italian,Mughlai,Fast Food,,,Agra,27.16080237,78.03044781,2000,4,3.8,36,62,0,Uttar Pradesh
3400114,Fine Dining,North Indian,Chinese,Continental,,,,,,Agra,27.15956944,78.05992222,2000,4,4,57,26,0,Uttar Pradesh
3400079,Fine Dining,North Indian,Continental,,,,,,,Agra,27.15436111,78.07115278,2000,4,4,55,16,0,Uttar Pradesh
3400957,Fine Dining,North Indian,,,,,,,,Agra,27.156386,78.059525,2000,4,3.8,23,40,0,Uttar Pradesh
3400171,Fine Dining,North Indian,Chinese,Continental,,,,,,Agra,27.16292598,78.03683516,2000,4,3.5,13,21,0,Uttar Pradesh
3400094,Fine Dining,North Indian,Mughlai,,,,,,,Agra,27.16132201,78.0404092,2000,4,3.8,21,8,0,Uttar Pradesh
3400061,Fine Dining,Finger Food,,,,,,,,Agra,27.160934,78.044095,2000,4,3.6,13,15,0,Uttar Pradesh
3400119,Fine Dining,North Indian,Chinese,Continental,,,,,,Agra,27.16125937,78.0353462,1800,4,3.6,21,35,0,Uttar Pradesh
3400361,Bakery,Bakery,Desserts,,,,,,,Agra,27.2030483,77.9988128,1600,4,4.1,67,43,1,Uttar Pradesh
3400033,Casual Dining,North Indian,Chinese,Continental,Mughlai,,,,,Agra,27.15958468,78.04370597,1500,4,3.9,126,66,1,Uttar Pradesh
3400913,Café,Cafe,Chinese,Continental,Indian,,,,,Agra,27.16273686,78.03703766,1500,4,3.7,45,38,0,Uttar Pradesh
3400329,Casual Dining,North Indian,Chinese,Continental,,,,,,Agra,27.20658068,77.97224823,1500,4,2.8,23,10,0,Uttar Pradesh
18691851,Casual Dining,Chinese,Continental,Fast Food,Finger Food,North Indian,,,,Agra,27.16782991,78.00876047,1500,4,3.6,21,10,1,Uttar Pradesh
3400537,Casual Dining,North Indian,Chinese,Continental,,,,,,Agra,27.1612307,78.0380485,1500,4,3.4,18,14,0,Uttar Pradesh
3400274,Bar,Finger Food,,,,,,,,Agra,27.20172229,78.00637331,1500,4,3.4,11,7,0,Uttar Pradesh
3401056,Casual Dining,Chinese,North Indian,,,,,,,Agra,27.1582402,78.05591069,1400,3,3.8,34,11,1,Uttar Pradesh
3400013,Casual Dining,North Indian,Chinese,Continental,,,,,,Agra,27.160725,78.06005,1250,3,3.2,25,10,1,Uttar Pradesh
3400603,Quick Bites,Mughlai,Kebab,,,,,,,Agra,27.16192876,78.03722508,1200,3,4,71,16,0,Uttar Pradesh
3400349,Casual Dining,North Indian,,,,,,,,Agra,27.2037974,78.0046007,1200,3,2.6,54,18,1,Uttar Pradesh
3400068,Casual Dining,North Indian,Chinese,Continental,,,,,,Agra,27.15806837,78.05780031,1200,3,3.4,25,29,1,Uttar Pradesh
3400527,Casual Dining,North Indian,Chinese,Continental,,,,,,Agra,27.1545663,78.04972047,1150,3,3.9,57,14,1,Uttar Pradesh
3400004,Lounge,North Indian,Chinese,Continental,,,,,,Agra,27.15888783,78.05797197,1100,3,3.8,74,31,1,Uttar Pradesh
3400184,Casual Dining,North Indian,Chinese,Continental,,,,,,Agra,27.1581315,78.0592584,1100,3,3.4,13,20,1,Uttar Pradesh
18981109,Casual Dining,North Indian,Chinese,,,,,,,Agra,27.2017586,77.9519673,1000,3,4.2,125,67,1,Uttar Pradesh
3400356,Bar,North Indian,,,,,,,,Agra,27.19512452,77.9980826,1000,3,3.9,87,9,1,Uttar Pradesh
3400096,Casual Dining,North Indian,Chinese,Continental,Mughlai,,,,,Agra,27.15907576,78.01174242,1000,3,3.7,85,36,1,Uttar Pradesh
3400002,Casual Dining,North Indian,Chinese,Continental,South Indian,,,,,Agra,27.17942488,78.00552338,1000,3,3.9,74,27,1,Uttar Pradesh
3400367,Casual Dining,North Indian,Continental,Chinese,Cafe,,,,,Agra,27.157261,78.050843,1000,3,4.1,62,29,0,Uttar Pradesh
3401135,Casual Dining,Mughlai,North Indian,,,,,,,Agra,27.21015971,77.9678598,1000,3,3.6,65,18,1,Uttar Pradesh
19107385,Quick Bites,Street Food,,,,,,,,Agra,27.1896885,78.0106742,50,1,3.3,11,1,0,Uttar Pradesh
3401629,Beverage Shop,Beverages,,,,,,,,Agra,27.1887523,77.9616578,100,1,4.3,119,3,1,Uttar Pradesh
3401784,Confectionery,Fast Food,Desserts,,,,,,,Agra,27.2136311,78.0079567,100,1,4.1,120,3,1,Uttar Pradesh
3401924,Bakery,Bakery,,,,,,,,Agra,27.2084184,78.024265,100,1,3.8,76,16,1,Uttar Pradesh
18884614,Quick Bites,Healthy Food,,,,,,,,Agra,27.1981216,78.0071598,100,1,3.9,67,23,1,Uttar Pradesh
18926750,Quick Bites,Street Food,,,,,,,,Agra,27.187935,77.9854673,100,1,3.9,74,2,1,Uttar Pradesh
18871233,Kiosk,Biryani,,,,,,,,Agra,27.20586,77.97183,100,1,3.8,63,1,0,Uttar Pradesh
3401311,Quick Bites,Bakery,,,,,,,,Agra,27.22196494,78.01064674,100,1,3.7,69,4,0,Uttar Pradesh
19032611,Beverage Shop,Juices,,,,,,,,Agra,27.18877508,77.96217285,100,1,3.9,46,3,1,Uttar Pradesh
18976809,Quick Bites,Bakery,Cafe,,,,,,,Agra,27.2074083,77.9870967,100,1,3.7,35,2,1,Uttar Pradesh
3400440,Dessert Parlour,Desserts,,,,,,,,Agra,27.21486806,78.0210584,100,1,3,47,9,1,Uttar Pradesh
3401475,Quick Bites,Fast Food,,,,,,,,Agra,27.20494,78.00471,100,1,3.8,48,2,0,Uttar Pradesh
18983754,Quick Bites,Fast Food,Beverages,,,,,,,Agra,27.1935026,77.9653063,100,1,3.7,43,0,1,Uttar Pradesh
18934159,Quick Bites,Burger,,,,,,,,Agra,27.204485,77.9632565,100,1,3.7,33,9,1,Uttar Pradesh
19050396,Shack,Street Food,,,,,,,,Agra,27.199784,78.01770028,100,1,3.6,19,0,1,Uttar Pradesh
3401922,Quick Bites,Fast Food,,,,,,,,Agra,27.1798148,77.9520701,100,1,3.6,37,0,1,Uttar Pradesh
3400750,Sweet Shop,Mithai,Street Food,,,,,,,Agra,27.18784728,77.98767596,100,1,2.8,35,2,1,Uttar Pradesh
3401627,Beverage Shop,Tea,,,,,,,,Agra,27.2041203,77.954034,100,1,3.6,35,1,0,Uttar Pradesh
18913910,Quick Bites,Street Food,,,,,,,,Agra,27.159504,78.00989,100,1,3.3,10,36,1,Uttar Pradesh
3401672,Quick Bites,Momos,,,,,,,,Agra,27.1501129,78.0355636,100,1,3.5,35,2,0,Uttar Pradesh
3401254,Quick Bites,Momos,Street Food,,,,,,,Agra,27.1570434,78.01201,100,1,3.8,27,4,0,Uttar Pradesh
3400316,Quick Bites,Fast Food,Bakery,Ice Cream,Desserts,,,,,Agra,27.15923029,78.01079661,100,1,3.6,20,9,0,Uttar Pradesh
18921649,Quick Bites,North Indian,,,,,,,,Agra,27.2056104,77.968598,100,1,3.5,16,3,0,Uttar Pradesh
18888348,Quick Bites,Fast Food,North Indian,,,,,,,Agra,27.197961,77.945499,100,1,3.3,12,4,0,Uttar Pradesh
18921663,Quick Bites,Fast Food,,,,,,,,Agra,27.215489,78.0022373,100,1,3.4,18,0,1,Uttar Pradesh
3401270,Quick Bites,Street Food,,,,,,,,Agra,27.1588919,78.0081852,100,1,3.4,18,1,1,Uttar Pradesh
3401643,Quick Bites,Fast Food,,,,,,,,Agra,27.2235486,78.0225497,100,1,3.3,25,2,0,Uttar Pradesh
3401202,Quick Bites,Fast Food,,,,,,,,Agra,27.211906,77.99046,100,1,3.6,26,0,0,Uttar Pradesh
3401675,Quick Bites,Fast Food,,,,,,,,Agra,27.2046803,78.0028287,100,1,3.4,18,0,1,Uttar Pradesh
3401886,Paan Shop,Paan,,,,,,,,Agra,27.2095359,78.0192662,100,1,3.5,21,0,1,Uttar Pradesh
18933578,Kiosk,Rolls,,,,,,,,Agra,27.1820978,77.9793689,100,1,3.3,10,0,0,Uttar Pradesh
3400672,Sweet Shop,Mithai,,,,,,,,Agra,27.17898883,78.01628843,100,1,2.9,10,0,0,Uttar Pradesh
3401744,Casual Dining,North Indian,Continental,Italian,,,,,,Agra,27.1577095,78.0524211,1000,3,4.9,470,291,0,Uttar Pradesh
3400299,Quick Bites,North Indian,South Indian,Mithai,Street Food,Desserts,,,,Agra,27.21145,78.00238056,700,2,4.4,814,154,1,Uttar Pradesh
18863824,Casual Dining,North Indian,Rajasthani,,,,,,,Agra,27.1956363,77.9980228,400,2,4.4,91,54,1,Uttar Pradesh
18961610,Sweet Shop,Mithai,Street Food,,,,,,,Agra,27.204638,78.0043593,400,2,4.4,75,2,1,Uttar Pradesh
3401174,Dessert Parlour,Desserts,Mexican,Italian,Fast Food,,,,,Agra,27.1590485,78.0576793,400,2,4.3,133,174,1,Uttar Pradesh
3400255,Dessert Parlour,Desserts,,,,,,,,Agra,27.15932157,78.01096525,300,1,4.3,115,58,0,Uttar Pradesh
19107721,Sweet Shop,Mithai,Street Food,South Indian,Chinese,,,,,Agra,27.215302,78.02647,300,1,4.3,16,1,1,Uttar Pradesh
3401013,Quick Bites,Fast Food,Mithai,,,,,,,Agra,27.18293767,77.97968365,300,1,4.2,801,107,0,Uttar Pradesh
3400345,Quick Bites,Street Food,Beverages,,,,,,,Agra,27.2041664,77.9541779,150,1,4.2,194,26,1,Uttar Pradesh
3401847,Sweet Shop,Mithai,Fast Food,,,,,,,Agra,27.1896837,78.0106742,200,1,4.2,89,2,1,Uttar Pradesh
18924580,Sweet Shop,Mithai,Street Food,South Indian,Chinese,,,,,Agra,27.210888,78.026366,300,1,4.2,94,1,1,Uttar Pradesh
18928976,Casual Dining,North Indian,Rajasthani,Gujarati,,,,,,Agra,27.1587861,78.0555835,800,3,4.2,49,39,0,Uttar Pradesh
18691803,Quick Bites,Mughlai,North Indian,,,,,,,Agra,27.188085,77.9878,700,2,4.1,160,4,1,Uttar Pradesh
3400336,Beverage Shop,Beverages,Juices,Fast Food,,,,,,Agra,27.16012,78.0095373,300,1,4.1,159,118,0,Uttar Pradesh
3400243,Quick Bites,Desserts,Fast Food,Street Food,Mithai,,,,,Agra,27.16666092,78.00121039,500,2,4.1,130,7,1,Uttar Pradesh
3401024,Quick Bites,Fast Food,,,,,,,,Agra,27.21469721,78.02240722,700,2,4.1,113,81,1,Uttar Pradesh
3400287,Sweet Shop,Street Food,Fast Food,Mithai,South Indian,,,,,Agra,27.20580302,78.00432242,300,1,4.1,141,23,1,Uttar Pradesh
3400104,Quick Bites,Fast Food,Healthy Food,Sandwich,Salad,,,,,Agra,27.16018905,78.04220963,500,2,4.1,114,58,0,Uttar Pradesh
3400322,Casual Dining,Chinese,North Indian,,,,,,,Agra,27.1898638,78.0247782,700,2,4.1,90,95,1,Uttar Pradesh
3401282,Casual Dining,North Indian,,,,,,,,Agra,27.20755804,78.00079872,800,3,4.1,144,44,0,Uttar Pradesh
3401104,Quick Bites,Mithai,Street Food,,,,,,,Agra,27.20442,78.006124,250,1,4.1,134,18,0,Uttar Pradesh
3400015,Quick Bites,Burger,Fast Food,,,,,,,Agra,27.15751261,78.05060729,450,2,4,286,48,0,Uttar Pradesh
3400071,Casual Dining,North Indian,Chinese,Mughlai,,,,,,Agra,27.15789654,78.05669121,1000,3,2.2,25,20,0,Uttar Pradesh
3400091,Casual Dining,North Indian,Chinese,Continental,,,,,,Agra,27.16229388,78.03943757,600,2,2.3,27,13,0,Uttar Pradesh
3400250,Casual Dining,North Indian,,,,,,,,Agra,27.16643392,78.01488966,750,3,2.3,20,17,1,Uttar Pradesh
3400207,Casual Dining,North Indian,Chinese,,,,,,,Agra,27.16445556,78.03861111,800,3,2.3,19,6,0,Uttar Pradesh
3400041,Casual Dining,North Indian,Chinese,,,,,,,Agra,27.16622721,78.01564436,800,3,2.4,46,29,1,Uttar Pradesh
